amount,merchant,description,category
9185.31,Google,Online purchase,Other
14792.34,Ajio,Online purchase,Shopping
16275.73,Rapido,Movie night,Transport
12459.95,Spotify,Doctor appointment,Entertainment
568.68,Paytm,Pharmacy order,Rent
15163.1,Paytm,Grocery shopping,Rent
11585.77,SBI,Flight booking,Rent
9187.73,Amazon,Streaming subscription,Shopping
10841.17,Hotstar,Rent payment,Entertainment
841.15,Zomato,Monthly bill,Food
1744.14,PharmEasy,Streaming subscription,Health
11582.1,Tata,Rent payment,Other
10479.31,HDFC Bank,Weekend trip,Rent
19215.63,Spotify,Recharge,Entertainment
13038.24,SBI,Cab ride,Rent
1204.91,SBI,Online purchase,Rent
13066.53,KFC,Dinner,Food
4111.85,BWSSB,Flight booking,Utilities
10693.75,Amazon,Tuition fees,Shopping
11572.03,Jio,Tuition fees,Utilities
5972.02,Cleartrip,Rent payment,Travel
11120.48,RedBus,Weekend trip,Transport
4876.13,RedBus,Tuition fees,Transport
3049.46,Ola,Cab ride,Transport
5210.85,Myntra,Tuition fees,Shopping
7418.05,BESCOM,Tuition fees,Utilities
14296.45,Swiggy,Weekend trip,Food
6651.22,PharmEasy,Rent payment,Health
5241.88,Flipkart,Tuition fees,Shopping
10688.36,Coursera,Electricity bill,Education
16455.38,Byju's,Dinner,Education
11044.89,SBI,Flight booking,Rent
13881.64,Netflix,Online purchase,Entertainment
1451.68,Airtel,Flight booking,Utilities
18153.61,Rapido,Recharge,Transport
13101.74,Netflix,Weekend trip,Entertainment
4560.55,McDonald's,Recharge,Food
6326.23,Udemy,Electricity bill,Education
10305.86,Byju's,Movie night,Education
11923.76,Udemy,Pharmacy order,Education
4960.39,Byju's,Lunch,Education
9409.51,Goibibo,Online purchase,Travel
1034.84,ICICI Bank,Electricity bill,Rent
19310.17,Amazon,Pharmacy order,Shopping
2908.78,KFC,Monthly bill,Food
1431.1,Myntra,Rent payment,Shopping
2344.58,MakeMyTrip,Grocery shopping,Travel
5465.02,Goibibo,Monthly bill,Travel
6803.24,Google,Weekend trip,Other
3430.92,Hotstar,Online purchase,Entertainment
6864.98,Paytm,Grocery shopping,Rent
5180.1,Zomato,Dinner,Food
15053.9,Udemy,Flight booking,Education
13394.48,Flipkart,Movie night,Shopping
8781.46,Byju's,Grocery shopping,Education
18038.69,MedPlus,Pharmacy order,Health
2719.09,Jio,Pharmacy order,Utilities
13744.4,Spotify,Online purchase,Entertainment
17223.81,Ajio,Online purchase,Shopping
15037.3,Cleartrip,Movie night,Travel
8791.84,IRCTC,Monthly bill,Travel
11498.17,Tata,Flight booking,Other
5807.27,Ola,Cab ride,Transport
16806.24,Paytm,Electricity bill,Rent
14756.55,Swiggy,Streaming subscription,Food
15169.61,PharmEasy,Rent payment,Health
14612.07,Netflix,Online purchase,Entertainment
3514.44,Spotify,Monthly bill,Entertainment
15388.64,Rapido,Electricity bill,Transport
7823.66,Coursera,Rent payment,Education
1548.34,Tata,Monthly bill,Other
10917.52,Goibibo,Rent payment,Travel
122.51,Apple,Streaming subscription,Other
8212.9,IRCTC,Flight booking,Travel
18735.93,Jio,Online purchase,Utilities
8922.13,Netflix,Movie night,Entertainment
5670.14,Hotstar,Cab ride,Entertainment
18649.44,Apollo,Online purchase,Health
8928.07,Zomato,Online purchase,Food
19518.96,Amazon,Weekend trip,Shopping
5795.96,Hotstar,Dinner,Entertainment
1812.76,Goibibo,Streaming subscription,Travel
11196.53,Hotstar,Cab ride,Entertainment
500.65,Hotstar,Doctor appointment,Entertainment
18216.13,Swiggy,Streaming subscription,Food
9648.46,Rapido,Electricity bill,Transport
9712.2,Cleartrip,Flight booking,Travel
15417.04,Tata,Electricity bill,Other
3241.97,Netflix,Movie night,Entertainment
7611.03,Microsoft,Pharmacy order,Other
11042.42,Netflix,Cab ride,Entertainment
13394.82,Microsoft,Tuition fees,Other
1234.16,Ajio,Doctor appointment,Shopping
15617.48,MedPlus,Rent payment,Health
879.68,Airtel,Doctor appointment,Utilities
18151.77,McDonald's,Tuition fees,Food
14011.92,KFC,Streaming subscription,Food
18841.6,Airtel,Online purchase,Utilities
3363.12,Udemy,Cab ride,Education
3516.45,BESCOM,Pharmacy order,Utilities
3009.68,Jio,Electricity bill,Utilities
11692.6,MedPlus,Online purchase,Health
14758.02,Cleartrip,Tuition fees,Travel
19486.44,Hotstar,Movie night,Entertainment
3587.37,Unacademy,Movie night,Education
16181.0,Cleartrip,Pharmacy order,Travel
6948.69,Amazon,Rent payment,Shopping
7970.19,Coursera,Online purchase,Education
7911.76,Apollo,Rent payment,Health
11772.08,Amazon,Movie night,Shopping
13877.1,SBI,Tuition fees,Rent
19985.5,SBI,Monthly bill,Rent
212.03,Google,Doctor appointment,Other
1266.82,BESCOM,Weekend trip,Utilities
10996.1,Spotify,Grocery shopping,Entertainment
16281.15,Google,Electricity bill,Other
5295.63,MakeMyTrip,Weekend trip,Travel
18522.94,BookMyShow,Cab ride,Entertainment
4632.88,RedBus,Movie night,Transport
3831.89,BESCOM,Streaming subscription,Utilities
8311.25,Byju's,Grocery shopping,Education
15574.95,Spotify,Movie night,Entertainment
18391.63,BWSSB,Tuition fees,Utilities
14285.74,Airtel,Electricity bill,Utilities
8811.19,Zomato,Grocery shopping,Food
2660.23,Rapido,Tuition fees,Transport
17399.42,Goibibo,Cab ride,Travel
8226.97,Byju's,Monthly bill,Education
11287.91,Unacademy,Grocery shopping,Education
14158.31,Ola,Tuition fees,Transport
10867.52,BESCOM,Rent payment,Utilities
13185.99,Uber,Weekend trip,Transport
3227.67,Paytm,Monthly bill,Rent
9254.25,BWSSB,Pharmacy order,Utilities
4226.22,Myntra,Doctor appointment,Shopping
6449.09,Paytm,Online purchase,Rent
17842.17,MedPlus,Tuition fees,Health
12525.86,Swiggy,Tuition fees,Food
16234.67,Unacademy,Grocery shopping,Education
11170.59,Apple,Online purchase,Other
17194.93,1mg,Movie night,Health
9529.15,Paytm,Cab ride,Rent
3268.18,Apple,Doctor appointment,Other
12522.06,PharmEasy,Tuition fees,Health
19808.29,BWSSB,Weekend trip,Utilities
18909.81,RedBus,Online purchase,Transport
8352.83,Cleartrip,Dinner,Travel
1766.4,MakeMyTrip,Streaming subscription,Travel
16098.57,Coursera,Weekend trip,Education
9188.79,Apple,Recharge,Other
2566.58,IRCTC,Monthly bill,Travel
11382.97,IRCTC,Electricity bill,Travel
11964.6,Flipkart,Lunch,Shopping
6868.94,Apollo,Recharge,Health
2858.09,Apple,Pharmacy order,Other
16350.67,1mg,Electricity bill,Health
4400.72,Apollo,Movie night,Health
2933.88,1mg,Dinner,Health
10614.44,1mg,Electricity bill,Health
13030.72,Cleartrip,Online purchase,Travel
17948.77,IRCTC,Electricity bill,Travel
9262.23,ICICI Bank,Lunch,Rent
220.13,Paytm,Dinner,Rent
1594.78,Swiggy,Rent payment,Food
5390.15,BWSSB,Lunch,Utilities
3213.21,Domino's,Dinner,Food
8579.39,Swiggy,Movie night,Food
14721.01,Rapido,Dinner,Transport
4921.06,BookMyShow,Pharmacy order,Entertainment
10012.57,Byju's,Lunch,Education
2852.71,Apple,Flight booking,Other
15832.15,IRCTC,Lunch,Travel
9420.52,Google,Online purchase,Other
6334.03,BWSSB,Streaming subscription,Utilities
12197.8,Rapido,Pharmacy order,Transport
11516.45,IRCTC,Weekend trip,Travel
3805.22,ICICI Bank,Pharmacy order,Rent
9913.49,RedBus,Streaming subscription,Transport
2178.03,BookMyShow,Pharmacy order,Entertainment
10011.0,Swiggy,Tuition fees,Food
4931.29,Myntra,Grocery shopping,Shopping
16199.29,Ajio,Lunch,Shopping
12915.86,Amazon,Rent payment,Shopping
11080.39,Apple,Monthly bill,Other
12525.56,Ajio,Rent payment,Shopping
1837.13,Airtel,Doctor appointment,Utilities
10676.62,MedPlus,Weekend trip,Health
12679.51,ICICI Bank,Electricity bill,Rent
7710.3,Rapido,Dinner,Transport
6130.56,MedPlus,Recharge,Health
11341.9,Ajio,Electricity bill,Shopping
16203.65,Flipkart,Cab ride,Shopping
17318.11,Paytm,Electricity bill,Rent
6623.06,BESCOM,Recharge,Utilities
2412.87,Ola,Weekend trip,Transport
19758.15,ICICI Bank,Tuition fees,Rent
1475.06,Hotstar,Monthly bill,Entertainment
12698.29,Amazon,Grocery shopping,Shopping
16792.32,Netflix,Weekend trip,Entertainment
18004.78,Airtel,Online purchase,Utilities
6392.32,BookMyShow,Flight booking,Entertainment
1050.73,McDonald's,Flight booking,Food
10586.55,Unacademy,Grocery shopping,Education
5421.23,Zomato,Doctor appointment,Food
1640.42,SBI,Dinner,Rent
16610.61,Ola,Movie night,Transport
5273.06,MedPlus,Recharge,Health
8687.9,Amazon,Rent payment,Shopping
15230.68,Ajio,Streaming subscription,Shopping
9733.15,BookMyShow,Doctor appointment,Entertainment
5097.92,Apollo,Rent payment,Health
11206.29,Netflix,Cab ride,Entertainment
10479.21,KFC,Flight booking,Food
10564.15,Goibibo,Streaming subscription,Travel
6704.81,IRCTC,Lunch,Travel
13066.84,Uber,Doctor appointment,Transport
16801.38,SBI,Streaming subscription,Rent
10463.3,Google,Recharge,Other
3521.89,Tata,Streaming subscription,Other
13323.36,Ajio,Pharmacy order,Shopping
13084.18,Apple,Pharmacy order,Other
12703.48,Tata,Cab ride,Other
8032.73,ICICI Bank,Monthly bill,Rent
15594.15,Google,Flight booking,Other
16688.14,Flipkart,Cab ride,Shopping
650.66,Paytm,Lunch,Rent
3852.65,Google,Dinner,Other
17348.69,Rapido,Dinner,Transport
17794.99,Swiggy,Online purchase,Food
10257.44,Google,Doctor appointment,Other
9615.68,HDFC Bank,Rent payment,Rent
490.55,1mg,Online purchase,Health
17965.73,1mg,Movie night,Health
9182.99,KFC,Online purchase,Food
108.31,MakeMyTrip,Recharge,Travel
15193.29,Zomato,Streaming subscription,Food
650.9,Hotstar,Online purchase,Entertainment
3316.7,Google,Pharmacy order,Other
10974.3,Ajio,Monthly bill,Shopping
8250.08,Jio,Weekend trip,Utilities
15885.06,Paytm,Weekend trip,Rent
7542.33,Rapido,Streaming subscription,Transport
13285.35,BookMyShow,Weekend trip,Entertainment
14810.77,Udemy,Dinner,Education
13571.56,Goibibo,Online purchase,Travel
470.45,Netflix,Recharge,Entertainment
8846.42,PharmEasy,Cab ride,Health
2674.93,Rapido,Doctor appointment,Transport
2807.5,Goibibo,Recharge,Travel
12372.86,Spotify,Cab ride,Entertainment
2249.25,McDonald's,Rent payment,Food
9075.78,Tata,Lunch,Other
9912.17,SBI,Electricity bill,Rent
14683.26,Hotstar,Streaming subscription,Entertainment
11379.22,Amazon,Monthly bill,Shopping
9378.57,IRCTC,Streaming subscription,Travel
10899.96,Byju's,Lunch,Education
18530.01,RedBus,Flight booking,Transport
19951.11,Myntra,Tuition fees,Shopping
10618.63,Myntra,Monthly bill,Shopping
18241.76,Tata,Tuition fees,Other
4609.78,Domino's,Electricity bill,Food
18073.6,Google,Lunch,Other
14562.77,McDonald's,Doctor appointment,Food
9902.29,Myntra,Recharge,Shopping
14047.66,Apple,Movie night,Other
13565.41,Rapido,Flight booking,Transport
19713.46,Spotify,Online purchase,Entertainment
8629.68,RedBus,Recharge,Transport
7808.38,Udemy,Flight booking,Education
16649.44,Netflix,Recharge,Entertainment
18859.43,Domino's,Cab ride,Food
12164.34,Hotstar,Doctor appointment,Entertainment
3455.26,Tata,Movie night,Other
10615.83,Rapido,Tuition fees,Transport
4407.33,MakeMyTrip,Movie night,Travel
11627.46,Amazon,Monthly bill,Shopping
7560.84,Unacademy,Movie night,Education
7092.76,Microsoft,Grocery shopping,Other
13076.66,Myntra,Weekend trip,Shopping
971.27,Apple,Lunch,Other
19957.85,Flipkart,Electricity bill,Shopping
9896.4,Swiggy,Rent payment,Food
7873.08,Swiggy,Lunch,Food
12100.76,MedPlus,Movie night,Health
752.06,Rapido,Weekend trip,Transport
15609.78,Airtel,Doctor appointment,Utilities
13415.89,Flipkart,Monthly bill,Shopping
13767.94,BookMyShow,Flight booking,Entertainment
19444.6,Apple,Cab ride,Other
5121.41,BESCOM,Rent payment,Utilities
18763.46,Airtel,Recharge,Utilities
9451.2,Rapido,Flight booking,Transport
8095.69,Uber,Rent payment,Transport
8318.69,Uber,Streaming subscription,Transport
9492.2,ICICI Bank,Online purchase,Rent
13150.33,1mg,Online purchase,Health
5059.78,Swiggy,Lunch,Food
14514.04,Flipkart,Monthly bill,Shopping
15989.27,SBI,Tuition fees,Rent
16881.4,Microsoft,Tuition fees,Other
4886.32,Unacademy,Online purchase,Education
2482.8,1mg,Lunch,Health
18730.95,Byju's,Recharge,Education
13243.79,MakeMyTrip,Streaming subscription,Travel
6739.73,Microsoft,Weekend trip,Other
13133.35,IRCTC,Tuition fees,Travel
5483.97,Jio,Weekend trip,Utilities
6702.52,HDFC Bank,Flight booking,Rent
7857.12,KFC,Online purchase,Food
11696.28,Microsoft,Recharge,Other
864.45,Goibibo,Movie night,Travel
14357.58,Udemy,Cab ride,Education
8995.46,Microsoft,Flight booking,Other
19432.82,Rapido,Electricity bill,Transport
4938.91,Ajio,Electricity bill,Shopping
19674.55,Hotstar,Recharge,Entertainment
10054.96,Tata,Grocery shopping,Other
12750.06,Microsoft,Monthly bill,Other
5059.05,Google,Movie night,Other
2968.71,BookMyShow,Lunch,Entertainment
18259.06,Netflix,Grocery shopping,Entertainment
17229.8,Goibibo,Grocery shopping,Travel
6383.12,Microsoft,Cab ride,Other
13971.13,Swiggy,Cab ride,Food
10429.94,KFC,Dinner,Food
15531.4,Swiggy,Pharmacy order,Food
5103.91,Microsoft,Streaming subscription,Other
5783.32,Microsoft,Flight booking,Other
600.34,Udemy,Streaming subscription,Education
2555.53,Ajio,Pharmacy order,Shopping
14233.66,Netflix,Recharge,Entertainment
107.99,Apple,Dinner,Other
11015.28,Google,Flight booking,Other
6023.0,Uber,Dinner,Transport
4081.9,Apollo,Monthly bill,Health
9209.23,1mg,Recharge,Health
13908.31,Amazon,Doctor appointment,Shopping
5014.42,BWSSB,Rent payment,Utilities
10909.53,HDFC Bank,Streaming subscription,Rent
17956.0,Netflix,Flight booking,Entertainment
17255.0,Apple,Rent payment,Other
93.96,Amazon,Streaming subscription,Shopping
13482.24,Udemy,Online purchase,Education
8145.17,Paytm,Doctor appointment,Rent
17619.01,BWSSB,Rent payment,Utilities
18334.62,Paytm,Electricity bill,Rent
15936.64,ICICI Bank,Streaming subscription,Rent
13036.22,Paytm,Flight booking,Rent
789.85,Ajio,Flight booking,Shopping
15461.69,PharmEasy,Rent payment,Health
10607.48,Hotstar,Weekend trip,Entertainment
13797.24,SBI,Tuition fees,Rent
8100.17,Myntra,Movie night,Shopping
9074.88,MedPlus,Rent payment,Health
12402.12,Unacademy,Dinner,Education
3076.51,Uber,Tuition fees,Transport
6269.05,Hotstar,Streaming subscription,Entertainment
12106.56,MakeMyTrip,Electricity bill,Travel
19667.43,PharmEasy,Electricity bill,Health
4126.97,Microsoft,Pharmacy order,Other
592.4,BESCOM,Tuition fees,Utilities
18563.01,Flipkart,Lunch,Shopping
14861.29,PharmEasy,Movie night,Health
14586.1,1mg,Online purchase,Health
12095.29,IRCTC,Streaming subscription,Travel
15019.0,Cleartrip,Electricity bill,Travel
7872.8,Myntra,Streaming subscription,Shopping
3496.08,Netflix,Movie night,Entertainment
13233.56,Microsoft,Streaming subscription,Other
2107.82,MakeMyTrip,Pharmacy order,Travel
6982.37,Microsoft,Flight booking,Other
14995.67,IRCTC,Movie night,Travel
7798.53,Rapido,Pharmacy order,Transport
17744.43,PharmEasy,Monthly bill,Health
11687.68,Domino's,Monthly bill,Food
12743.73,Unacademy,Electricity bill,Education
5385.36,MakeMyTrip,Doctor appointment,Travel
7581.29,Spotify,Movie night,Entertainment
9480.17,Myntra,Tuition fees,Shopping
19302.93,Tata,Rent payment,Other
15454.0,Paytm,Monthly bill,Rent
4977.03,MedPlus,Monthly bill,Health
11689.04,Jio,Dinner,Utilities
12024.01,Ola,Doctor appointment,Transport
18920.75,Zomato,Grocery shopping,Food
6799.69,Goibibo,Grocery shopping,Travel
9777.31,Google,Dinner,Other
9845.7,Airtel,Dinner,Utilities
2481.63,BWSSB,Lunch,Utilities
6657.36,Airtel,Recharge,Utilities
6059.16,BookMyShow,Pharmacy order,Entertainment
5878.74,Amazon,Flight booking,Shopping
18181.02,Rapido,Pharmacy order,Transport
2934.89,McDonald's,Recharge,Food
7885.04,BookMyShow,Lunch,Entertainment
1600.61,Paytm,Streaming subscription,Rent
5865.16,HDFC Bank,Doctor appointment,Rent
11870.68,MedPlus,Online purchase,Health
3691.51,Ajio,Flight booking,Shopping
18475.05,Google,Weekend trip,Other
6534.55,Paytm,Cab ride,Rent
16582.75,Coursera,Online purchase,Education
3662.73,Jio,Recharge,Utilities
16044.78,Coursera,Weekend trip,Education
6946.18,Ola,Pharmacy order,Transport
16897.09,Amazon,Online purchase,Shopping
2577.59,1mg,Pharmacy order,Health
10930.78,Apollo,Tuition fees,Health
9004.05,Cleartrip,Weekend trip,Travel
738.54,KFC,Lunch,Food
2893.95,MakeMyTrip,Dinner,Travel
9362.56,Zomato,Pharmacy order,Food
1335.11,Microsoft,Grocery shopping,Other
15381.24,PharmEasy,Dinner,Health
8840.63,Coursera,Online purchase,Education
19756.22,Jio,Doctor appointment,Utilities
2763.09,Domino's,Dinner,Food
13964.02,BWSSB,Monthly bill,Utilities
4326.9,Google,Movie night,Other
802.33,Paytm,Doctor appointment,Rent
15085.26,Google,Rent payment,Other
4827.34,Amazon,Online purchase,Shopping
683.23,Coursera,Rent payment,Education
8296.16,Myntra,Recharge,Shopping
16645.26,Byju's,Lunch,Education
14229.68,Hotstar,Grocery shopping,Entertainment
6685.9,PharmEasy,Doctor appointment,Health
7204.06,BWSSB,Streaming subscription,Utilities
5479.03,RedBus,Grocery shopping,Transport
18620.73,ICICI Bank,Dinner,Rent
16839.81,Flipkart,Pharmacy order,Shopping
14900.79,Hotstar,Movie night,Entertainment
15204.19,Domino's,Monthly bill,Food
10355.75,IRCTC,Tuition fees,Travel
18287.17,Apple,Online purchase,Other
12483.04,Apple,Movie night,Other
19150.81,Google,Dinner,Other
2704.82,Rapido,Weekend trip,Transport
19263.47,Airtel,Flight booking,Utilities
12828.43,Byju's,Lunch,Education
696.04,Domino's,Tuition fees,Food
14529.01,Microsoft,Electricity bill,Other
10219.28,HDFC Bank,Recharge,Rent
5655.64,MakeMyTrip,Dinner,Travel
4675.45,MedPlus,Cab ride,Health
17680.39,BWSSB,Flight booking,Utilities
6836.83,Byju's,Tuition fees,Education
8184.46,Paytm,Movie night,Rent
8298.71,Paytm,Dinner,Rent
9771.71,Jio,Pharmacy order,Utilities
8689.42,Rapido,Rent payment,Transport
6534.34,Coursera,Grocery shopping,Education
18499.79,Tata,Weekend trip,Other
8620.83,Byju's,Flight booking,Education
17523.25,Unacademy,Online purchase,Education
16019.42,Apple,Streaming subscription,Other
2810.82,PharmEasy,Lunch,Health
7870.3,Byju's,Movie night,Education
7874.53,Zomato,Pharmacy order,Food
6640.65,Apple,Grocery shopping,Other
1497.45,Airtel,Online purchase,Utilities
12193.77,Spotify,Monthly bill,Entertainment
7317.31,Microsoft,Doctor appointment,Other
9533.66,Myntra,Tuition fees,Shopping
2378.87,BWSSB,Cab ride,Utilities
16917.6,Ola,Grocery shopping,Transport
1211.02,Flipkart,Doctor appointment,Shopping
5749.21,BookMyShow,Dinner,Entertainment
4965.46,Udemy,Online purchase,Education
3295.55,Hotstar,Weekend trip,Entertainment
18898.37,Spotify,Grocery shopping,Entertainment
4876.37,Ola,Recharge,Transport
18163.42,RedBus,Movie night,Transport
8592.42,Swiggy,Doctor appointment,Food
13376.45,Jio,Streaming subscription,Utilities
5375.46,PharmEasy,Rent payment,Health
15868.41,Apple,Electricity bill,Other
3852.91,1mg,Dinner,Health
10946.65,Tata,Rent payment,Other
19689.62,Zomato,Dinner,Food
78.45,Rapido,Cab ride,Transport
8363.5,SBI,Monthly bill,Rent
12309.32,Myntra,Electricity bill,Shopping
6422.29,Uber,Streaming subscription,Transport
9038.72,Ola,Pharmacy order,Transport
13987.84,Jio,Lunch,Utilities
11752.8,Ajio,Dinner,Shopping
12491.28,Apollo,Weekend trip,Health
7167.29,Goibibo,Lunch,Travel
569.91,Zomato,Doctor appointment,Food
10744.52,BookMyShow,Rent payment,Entertainment
15520.22,Apollo,Electricity bill,Health
16325.01,HDFC Bank,Lunch,Rent
5534.33,Amazon,Recharge,Shopping
12831.02,Udemy,Flight booking,Education
9762.27,ICICI Bank,Recharge,Rent
1702.13,Rapido,Online purchase,Transport
8120.96,IRCTC,Pharmacy order,Travel
2667.34,Apple,Monthly bill,Other
5472.25,Spotify,Recharge,Entertainment
3971.35,Goibibo,Recharge,Travel
6191.5,Byju's,Dinner,Education
4449.14,MedPlus,Rent payment,Health
5738.14,McDonald's,Streaming subscription,Food
5698.51,Unacademy,Doctor appointment,Education
213.53,KFC,Online purchase,Food
10106.07,Ajio,Grocery shopping,Shopping
8210.18,Spotify,Cab ride,Entertainment
12872.84,MakeMyTrip,Rent payment,Travel
13015.87,BookMyShow,Monthly bill,Entertainment
6723.13,Hotstar,Electricity bill,Entertainment
5857.3,Myntra,Rent payment,Shopping
9489.09,Byju's,Dinner,Education
12584.92,Google,Rent payment,Other
3712.15,Byju's,Doctor appointment,Education
398.54,PharmEasy,Monthly bill,Health
9684.34,BWSSB,Tuition fees,Utilities
16703.92,Unacademy,Doctor appointment,Education
10592.56,BWSSB,Electricity bill,Utilities
15797.04,Hotstar,Flight booking,Entertainment
3982.73,Ola,Recharge,Transport
4554.5,Cleartrip,Dinner,Travel
9548.21,IRCTC,Monthly bill,Travel
17448.52,Flipkart,Streaming subscription,Shopping
2386.85,Ola,Movie night,Transport
14642.88,Amazon,Doctor appointment,Shopping
3320.61,Spotify,Lunch,Entertainment
7912.75,Ola,Dinner,Transport
13690.89,Paytm,Electricity bill,Rent
