amount,merchant,description,category
2998.88,Swiggy,lunch at Swiggy,Dining
1186.63,Paytm,transfer at Paytm,Others
718.02,1mg,doctor visit at 1mg,Healthcare
5645.43,IRCTC,flight at IRCTC,Travel
176.02,Hotstar,games at Hotstar,Entertainment
823.7,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
64.4,BESCOM,mobile recharge at BESCOM,Utilities
2020.06,1mg,medicine at 1mg,Healthcare
3752.96,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
492.83,Paytm,recharge at Paytm,Others
2931.51,Paytm,recharge at Paytm,Others
518.43,Hotstar,concert at Hotstar,Entertainment
3624.81,IRCTC,flight at IRCTC,Travel
2103.4,Uber,bus ticket at Uber,Travel
2451.42,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
27.26,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
4937.59,Google Pay,recharge at Google Pay,Others
1945.62,hp petrol pump,fuel refill at HP Petrol Pump,Fuel
545.23,Swiggy,snack at Swiggy,Dining
2652.6,Ajio,footwear at Ajio,Shopping
495.93,Tata Power,internet at Tata Power,Utilities
3092.45,DMart,milk at DMart,Groceries
179.16,PhonePe,payment at PhonePe,Others
1824.5,BESCOM,electricity bill at BESCOM,Utilities
1167.07,PhonePe,payment at PhonePe,Others
152.28,Unacademy,course fee at Unacademy,Education
415.4,Swiggy,food delivery at Swiggy,Dining
18.72,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
948.83,PractO,consultation at PractO,Healthcare
537.73,Zomato,dinner at Zomato,Dining
1368.29,PhonePe,transfer at PhonePe,Others
529.11,1mg,DOCTOR VISIT AT 1MG,Healthcare
534.84,Netflix,movie at Netflix,Entertainment
2039.15,BYJU'S,course fee at BYJU'S,Education
74.01,RedBus,cab fare at RedBus,Travel
3497.94,Ajio,electronics at Ajio,Shopping
2868.49,Spotify,movie at Spotify,Entertainment
1653.05,google pay,transfer at Google Pay,Others
1349.23,Apollo Pharmacy,doctor visit at Apollo Pharmacy,Healthcare
3342.64,Spotify,subscription at Spotify,Entertainment
307.46,Indian Oil,petrol at Indian Oil,Fuel
123.39,Airtel,internet at Airtel,Utilities
410.69,Barbeque Nation,food delivery at Barbeque Nation,Dining
2374.04,BYJU'S,subscription at BYJU'S,Education
52.93,dmart,vegetables at DMart,Groceries
1311.31,Ola,flight at Ola,Travel
8084.83,Netmeds,health checkup at Netmeds,Healthcare
2903.75,swiggy,SNACK AT SWIGGY,Dining
1105.48,Zomato,dinner at Zomato,Dining
98.63,BESCOM,mobile recharge at BESCOM,Utilities
2670.1,BYJU'S,study material at BYJU'S,Education
1370.61,Swiggy,dinner at Swiggy,Dining
183.14,More Supermarket,monthly ration at More Supermarket,Groceries
147.84,Reliance Fresh,vegetables at Reliance Fresh,Groceries
3605.71,Swiggy,dinner at Swiggy,Dining
1659.36,Spotify,games at Spotify,Entertainment
2651.66,BYJU'S,subscription at BYJU'S,Education
3167.69,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1272.15,Swiggy,LUNCH AT SWIGGY,Dining
1092.99,ola,train ticket at Ola,Travel
844.3,Zomato,food delivery at Zomato,Dining
571.77,Reliance Fresh,bread at Reliance Fresh,Groceries
855.32,Flipkart,home decor at Flipkart,Shopping
2230.03,Reliance Fresh,milk at Reliance Fresh,Groceries
1381.67,Ola,bus ticket at Ola,Travel
3345.72,Ola,cab fare at Ola,Travel
878.81,Netmeds,medicine at Netmeds,Healthcare
1401.26,Spotify,concert at Spotify,Entertainment
1496.69,PhonePe,transfer at PhonePe,Others
1343.62,Amazon,FOOTWEAR AT AMAZON,Shopping
1819.19,Unacademy,course fee at Unacademy,Education
406.6,Reliance Fresh,milk at Reliance Fresh,Groceries
1077.28,PhonePe,recharge at PhonePe,Others
165.1,Apollo Pharmacy,HEALTH CHECKUP AT APOLLO PHARMACY,Healthcare
728.01,Coursera,subscription at Coursera,Education
1003.17,netflix,games at Netflix,Entertainment
1584.3,Reliance Fresh,milk at Reliance Fresh,Groceries
4509.62,Indian Oil,diesel at Indian Oil,Fuel
1376.88,Swiggy,food delivery at Swiggy,Dining
2041.49,Unacademy,subscription at Unacademy,Education
1058.64,Reliance Fresh,milk at Reliance Fresh,Groceries
1508.11,Barbeque Nation,DINNER AT BARBEQUE NATION,Dining
110.36,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
440.33,BookMyShow,games at BookMyShow,Entertainment
673.78,More Supermarket,vegetables at More Supermarket,Groceries
959.39,Google Pay,transfer at Google Pay,Others
70.09,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
226.28,Airtel,internet at Airtel,Utilities
486.13,Tata Power,mobile recharge at Tata Power,Utilities
5338.5,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
603.74,Paytm,payment at Paytm,Others
986.79,Swiggy,snack at Swiggy,Dining
327.42,Airtel,electricity bill at Airtel,Utilities
1415.42,BESCOM,internet at BESCOM,Utilities
494.18,DMart,vegetables at DMart,Groceries
347.88,uber,train ticket at Uber,Travel
1090.28,IRCTC,flight at IRCTC,Travel
10,BYJU'S,study material at BYJU'S,Education
11.54,Domino's,dinner at Domino's,Dining
370.9,Tata Power,gas bill at Tata Power,Utilities
56.12,Unacademy,study material at Unacademy,Education
171.48,Coursera,study material at Coursera,Education
620.69,Myntra,clothes at Myntra,Shopping
2433.68,More Supermarket,vegetables at More Supermarket,Groceries
1273.12,Zomato,food delivery at Zomato,Dining
1078.21,Coursera,course fee at Coursera,Education
521.12,Domino's,snack at Domino's,Dining
4026.95,PhonePe,recharge at PhonePe,Others
758.79,Amazon,clothes at Amazon,Shopping
136.68,Coursera,subscription at Coursera,Education
1439.84,Reliance Fresh,vegetables at Reliance Fresh,Groceries
181.28,More Supermarket,vegetables at More Supermarket,Groceries
635.19,RedBus,bus ticket at RedBus,Travel
1062.12,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
3109.86,Google Pay,transfer at Google Pay,Others
1020.48,Indian Oil,petrol at Indian Oil,Fuel
1817.3,PractO,health checkup at PractO,Healthcare
7404.02,Zomato,lunch at Zomato,Dining
211.46,Ajio,CLOTHES AT AJIO,Shopping
481.82,Ola,flight at Ola,Travel
752.74,Spotify,movie at Spotify,Entertainment
821.83,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
794.05,Vedantu,course fee at Vedantu,Education
3572.62,IRCTC,flight at IRCTC,Travel
1877.82,Amazon,home decor at Amazon,Shopping
1404.38,Hotstar,SUBSCRIPTION AT HOTSTAR,Entertainment
555.23,Hotstar,games at Hotstar,Entertainment
2604.12,Indian Oil,petrol at Indian Oil,Fuel
4653.66,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
2582.22,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
10,Indian Oil,diesel at Indian Oil,Fuel
1517.56,Google Pay,transfer at Google Pay,Others
78.73,Paytm,payment at Paytm,Others
446.82,Netflix,subscription at Netflix,Entertainment
92.05,Zomato,food delivery at Zomato,Dining
1388.74,Uber,bus ticket at Uber,Travel
1740.36,Ajio,clothes at Ajio,Shopping
182.38,1mg,consultation at 1mg,Healthcare
726.37,Netflix,movie at Netflix,Entertainment
913.86,Coursera,study material at Coursera,Education
690.8,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
193.5,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
814.37,Barbeque Nation,snack at Barbeque Nation,Dining
2086.53,Airtel,gas bill at Airtel,Utilities
110.48,Barbeque Nation,dinner at Barbeque Nation,Dining
125.37,BYJU'S,study material at BYJU'S,Education
657.23,zomato,lunch at Zomato,Dining
4263.89,ola,FLIGHT AT OLA,Travel
1656.52,PhonePe,recharge at PhonePe,Others
1702.93,Amazon,home decor at Amazon,Shopping
673.94,Vedantu,subscription at Vedantu,Education
1350.85,More Supermarket,vegetables at More Supermarket,Groceries
15.27,Google Pay,RECHARGE AT GOOGLE PAY,Others
1516.3,PractO,doctor visit at PractO,Healthcare
3667.73,Google Pay,PAYMENT AT GOOGLE PAY,Others
1422.34,Ola,CAB FARE AT OLA,Travel
3103.63,flipkart,clothes at Flipkart,Shopping
1930.89,BookMyShow,games at BookMyShow,Entertainment
192.7,Paytm,payment at Paytm,Others
3491.14,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
103.13,DMart,monthly ration at DMart,Groceries
1145.25,Coursera,STUDY MATERIAL AT COURSERA,Education
229.97,spotify,movie at Spotify,Entertainment
17.66,Indian Oil,petrol at Indian Oil,Fuel
822.36,Unacademy,subscription at Unacademy,Education
524.42,Netflix,movie at Netflix,Entertainment
998.3,PractO,consultation at PractO,Healthcare
1291.28,Paytm,transfer at Paytm,Others
67.09,Flipkart,footwear at Flipkart,Shopping
196.88,Netmeds,medicine at Netmeds,Healthcare
1226.85,Myntra,home decor at Myntra,Shopping
630.49,Apollo Pharmacy,health checkup at Apollo Pharmacy,Healthcare
1959.42,Spotify,MOVIE AT SPOTIFY,Entertainment
1584.59,RedBus,cab fare at RedBus,Travel
2802.36,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1768.89,Flipkart,clothes at Flipkart,Shopping
843,Indian Oil,fuel refill at Indian Oil,Fuel
1676.54,Uber,train ticket at Uber,Travel
483.16,Big Bazaar,milk at Big Bazaar,Groceries
548.6,Zomato,snack at Zomato,Dining
2333.74,airtel,electricity bill at Airtel,Utilities
887.02,Uber,train ticket at Uber,Travel
2402.06,Domino's,snack at Domino's,Dining
2592.52,Coursera,subscription at Coursera,Education
2923.28,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
3726.79,PhonePe,recharge at PhonePe,Others
845.77,BESCOM,ELECTRICITY BILL AT BESCOM,Utilities
576,Google Pay,transfer at Google Pay,Others
1309.12,Spotify,subscription at Spotify,Entertainment
695.85,More Supermarket,VEGETABLES AT MORE SUPERMARKET,Groceries
1378.47,Unacademy,study material at Unacademy,Education
1834.15,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
1749.08,BYJU'S,subscription at BYJU'S,Education
703.93,More Supermarket,vegetables at More Supermarket,Groceries
273.83,Indian Oil,fuel refill at Indian Oil,Fuel
844.57,BookMyShow,movie at BookMyShow,Entertainment
230.77,Paytm,transfer at Paytm,Others
3312.24,IRCTC,train ticket at IRCTC,Travel
636.69,IRCTC,BUS TICKET AT IRCTC,Travel
251.67,Tata Power,internet at Tata Power,Utilities
38.67,Indian Oil,diesel at Indian Oil,Fuel
1556.94,Big Bazaar,vegetables at Big Bazaar,Groceries
1519.63,Hotstar,games at Hotstar,Entertainment
624.65,Apollo Pharmacy,consultation at Apollo Pharmacy,Healthcare
111.62,Hotstar,movie at Hotstar,Entertainment
790.51,Amazon,home decor at Amazon,Shopping
559.24,Indian Oil,petrol at Indian Oil,Fuel
1695.71,Zomato,snack at Zomato,Dining
1396.27,Netflix,subscription at Netflix,Entertainment
680.24,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
368.64,Paytm,recharge at Paytm,Others
6638.78,BYJU'S,course fee at BYJU'S,Education
907.71,Airtel,internet at Airtel,Utilities
1748.45,Tata Power,internet at Tata Power,Utilities
227.2,More Supermarket,monthly ration at More Supermarket,Groceries
997.1,DMart,bread at DMart,Groceries
41.88,Uber,cab fare at Uber,Travel
1056.18,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
4987.08,Mahanagar Gas,internet at Mahanagar Gas,Utilities
727.27,More Supermarket,MILK AT MORE SUPERMARKET,Groceries
59.67,Uber,bus ticket at Uber,Travel
47.17,1mg,doctor visit at 1mg,Healthcare
736.5,Netmeds,consultation at Netmeds,Healthcare
261.57,Google Pay,PAYMENT AT GOOGLE PAY,Others
35.44,Indian Oil,fuel refill at Indian Oil,Fuel
2117.19,PractO,medicine at PractO,Healthcare
920.18,Netflix,CONCERT AT NETFLIX,Entertainment
512.14,Indian Oil,fuel refill at Indian Oil,Fuel
3455.13,Barbeque Nation,dinner at Barbeque Nation,Dining
185.18,Coursera,course fee at Coursera,Education
4682.58,Spotify,games at Spotify,Entertainment
565.24,Reliance Fresh,bread at Reliance Fresh,Groceries
3289.3,Barbeque Nation,lunch at Barbeque Nation,Dining
1385.51,Hotstar,movie at Hotstar,Entertainment
2629.16,1mg,medicine at 1mg,Healthcare
6203.98,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
510.37,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
4871.51,BESCOM,gas bill at BESCOM,Utilities
740.17,Amazon,electronics at Amazon,Shopping
730.45,hp petrol pump,petrol at HP Petrol Pump,Fuel
624.15,HP Petrol Pump,petrol at HP Petrol Pump,Fuel
1169.39,Big Bazaar,vegetables at Big Bazaar,Groceries
251.11,IRCTC,bus ticket at IRCTC,Travel
1210.18,Barbeque Nation,dinner at Barbeque Nation,Dining
1170.36,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
2152.61,Vedantu,course fee at Vedantu,Education
2690.49,BESCOM,mobile recharge at BESCOM,Utilities
870.91,Spotify,games at Spotify,Entertainment
540.02,Barbeque Nation,snack at Barbeque Nation,Dining
450.31,Myntra,clothes at Myntra,Shopping
324.67,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
89.06,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
628.85,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
472.58,Vedantu,subscription at Vedantu,Education
5090.62,More Supermarket,milk at More Supermarket,Groceries
1223.68,Barbeque Nation,snack at Barbeque Nation,Dining
639.9,Ajio,electronics at Ajio,Shopping
1302.92,Amazon,clothes at Amazon,Shopping
224.83,Coursera,subscription at Coursera,Education
880.6,Uber,flight at Uber,Travel
1476.19,Myntra,electronics at Myntra,Shopping
1006.78,Ajio,footwear at Ajio,Shopping
770.69,amazon,clothes at Amazon,Shopping
7636.56,Reliance Fresh,vegetables at Reliance Fresh,Groceries
3184.34,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1464.88,BESCOM,mobile recharge at BESCOM,Utilities
1263.78,Domino's,lunch at Domino's,Dining
1453.99,Amazon,electronics at Amazon,Shopping
337.18,Amazon,clothes at Amazon,Shopping
754.13,Zomato,dinner at Zomato,Dining
60.39,Netflix,concert at Netflix,Entertainment
968.1,Vedantu,subscription at Vedantu,Education
1174.69,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
387.67,Apollo Pharmacy,medicine at Apollo Pharmacy,Healthcare
4987.56,More Supermarket,vegetables at More Supermarket,Groceries
3602.86,ola,cab fare at Ola,Travel
1920.97,Big Bazaar,vegetables at Big Bazaar,Groceries
1143.38,Hotstar,movie at Hotstar,Entertainment
3059.98,Indian Oil,diesel at Indian Oil,Fuel
210.02,IRCTC,cab fare at IRCTC,Travel
2344.62,IRCTC,flight at IRCTC,Travel
199.99,Netflix,games at Netflix,Entertainment
2371.35,1mg,health checkup at 1mg,Healthcare
483.96,Mahanagar Gas,gas bill at Mahanagar Gas,Utilities
3144.46,Paytm,recharge at Paytm,Others
4324.73,Tata Power,gas bill at Tata Power,Utilities
241.66,More Supermarket,monthly ration at More Supermarket,Groceries
931.73,Ola,train ticket at Ola,Travel
5943.98,More Supermarket,milk at More Supermarket,Groceries
990.75,Unacademy,study material at Unacademy,Education
2987.67,PractO,health checkup at PractO,Healthcare
1332.76,Amazon,electronics at Amazon,Shopping
705.8,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
504.85,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
340.77,Indian Oil,fuel refill at Indian Oil,Fuel
2151.96,Netflix,subscription at Netflix,Entertainment
732.96,1mg,medicine at 1mg,Healthcare
1073.93,Netmeds,medicine at Netmeds,Healthcare
1016.87,Flipkart,home decor at Flipkart,Shopping
1291.56,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
3010.15,Netmeds,consultation at Netmeds,Healthcare
5924.54,Hotstar,movie at Hotstar,Entertainment
785.32,Flipkart,clothes at Flipkart,Shopping
2636.2,Barbeque Nation,lunch at Barbeque Nation,Dining
2169.24,More Supermarket,milk at More Supermarket,Groceries
1278.32,Big Bazaar,monthly ration at Big Bazaar,Groceries
4686.96,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
335.61,More Supermarket,bread at More Supermarket,Groceries
173.56,Paytm,transfer at Paytm,Others
2885.83,Spotify,games at Spotify,Entertainment
867.45,PhonePe,recharge at PhonePe,Others
2815.67,Hotstar,concert at Hotstar,Entertainment
3353.65,Indian Oil,petrol at Indian Oil,Fuel
96.74,Reliance Fresh,monthly ration at Reliance Fresh,Groceries
3224.34,Ajio,CLOTHES AT AJIO,Shopping
892.18,Uber,cab fare at Uber,Travel
1071.35,PractO,health checkup at PractO,Healthcare
1477.63,Reliance Fresh,vegetables at Reliance Fresh,Groceries
3913.31,1mg,medicine at 1mg,Healthcare
28.95,PractO,medicine at PractO,Healthcare
971.81,RedBus,cab fare at RedBus,Travel
1745.79,Bharat Petroleum,diesel at Bharat Petroleum,Fuel
1924.02,Uber,bus ticket at Uber,Travel
1769.08,Vedantu,study material at Vedantu,Education
216.56,Myntra,home decor at Myntra,Shopping
533.72,Flipkart,footwear at Flipkart,Shopping
666.42,Myntra,footwear at Myntra,Shopping
2447.81,DMart,bread at DMart,Groceries
490.17,1mg,health checkup at 1mg,Healthcare
354.92,Google Pay,transfer at Google Pay,Others
4735.54,Netmeds,health checkup at Netmeds,Healthcare
13.35,Hotstar,games at Hotstar,Entertainment
9193.23,Reliance Fresh,vegetables at Reliance Fresh,Groceries
1694.32,Paytm,recharge at Paytm,Others
2644.49,Indian Oil,petrol at Indian Oil,Fuel
523.53,Google Pay,transfer at Google Pay,Others
21.63,More Supermarket,milk at More Supermarket,Groceries
2008.37,Vedantu,course fee at Vedantu,Education
2694.96,Tata Power,electricity bill at Tata Power,Utilities
2023.36,Indian Oil,petrol at Indian Oil,Fuel
231.21,Zomato,snack at Zomato,Dining
2100.15,IRCTC,train ticket at IRCTC,Travel
2197.51,Ajio,clothes at Ajio,Shopping
1611.79,Flipkart,footwear at Flipkart,Shopping
2179.39,DMart,bread at DMart,Groceries
2805.44,Google Pay,payment at Google Pay,Others
1426.34,Indian Oil,petrol at Indian Oil,Fuel
139.17,Indian Oil,petrol at Indian Oil,Fuel
1003.06,DMart,milk at DMart,Groceries
121.24,Barbeque Nation,food delivery at Barbeque Nation,Dining
785.22,PhonePe,payment at PhonePe,Others
784.11,Netflix,movie at Netflix,Entertainment
102.43,Ajio,electronics at Ajio,Shopping
643.45,Indian Oil,petrol at Indian Oil,Fuel
176.48,Big Bazaar,monthly ration at Big Bazaar,Groceries
2477.23,BookMyShow,games at BookMyShow,Entertainment
4425.79,Barbeque Nation,food delivery at Barbeque Nation,Dining
112.6,Bharat Petroleum,petrol at Bharat Petroleum,Fuel
4655.48,1mg,consultation at 1mg,Healthcare
1109.03,Bharat Petroleum,fuel refill at Bharat Petroleum,Fuel
534.08,Vedantu,study material at Vedantu,Education
119.96,Mahanagar Gas,mobile recharge at Mahanagar Gas,Utilities
1041.59,Big Bazaar,monthly ration at Big Bazaar,Groceries
2373.58,IRCTC,train ticket at IRCTC,Travel
1841.82,Mahanagar Gas,internet at Mahanagar Gas,Utilities
77.3,HP Petrol Pump,diesel at HP Petrol Pump,Fuel
113.54,Uber,bus ticket at Uber,Travel
773.44,Amazon,electronics at Amazon,Shopping
524.95,Ajio,electronics at Ajio,Shopping
396.7,Myntra,home decor at Myntra,Shopping
494.85,PhonePe,payment at PhonePe,Others
2440.51,PhonePe,payment at PhonePe,Others
3972.44,Airtel,mobile recharge at Airtel,Utilities
779.05,Mahanagar Gas,internet at Mahanagar Gas,Utilities
3548.46,Netflix,concert at Netflix,Entertainment
581.8,BookMyShow,CONCERT AT BOOKMYSHOW,Entertainment
970.65,Indian Oil,fuel refill at Indian Oil,Fuel
384.33,RedBus,train ticket at RedBus,Travel
1534.46,RedBus,flight at RedBus,Travel
5793.5,HP Petrol Pump,fuel refill at HP Petrol Pump,Fuel
1387.59,Domino's,SNACK AT DOMINO'S,Dining
664.32,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
1565.41,PhonePe,transfer at PhonePe,Others
196.74,Indian Oil,petrol at Indian Oil,Fuel
3292.74,Domino's,lunch at Domino's,Dining
1049,Big Bazaar,milk at Big Bazaar,Groceries
894.98,Amazon,clothes at Amazon,Shopping
1322.34,PractO,consultation at PractO,Healthcare
1470.38,Uber,flight at Uber,Travel
111.72,Indian Oil,fuel refill at Indian Oil,Fuel
1721.47,Reliance Fresh,milk at Reliance Fresh,Groceries
415.47,Domino's,food delivery at Domino's,Dining
1877.4,PractO,doctor visit at PractO,Healthcare
2593.47,BYJU'S,study material at BYJU'S,Education
2444.14,DMart,MONTHLY RATION AT DMART,Groceries
1206.12,Big Bazaar,milk at Big Bazaar,Groceries
1101.48,RedBus,train ticket at RedBus,Travel
231.26,Mahanagar Gas,electricity bill at Mahanagar Gas,Utilities
2239.79,Paytm,recharge at Paytm,Others
474.96,RedBus,flight at RedBus,Travel
1029.84,Airtel,gas bill at Airtel,Utilities
501.69,Barbeque Nation,lunch at Barbeque Nation,Dining
